seller_id,avg_delay_days,delay_frequency,total_orders,delayed_orders,seller_state,total_revenue
3d4b1ae7539303b5704493798893e82c,-10.311658950617284,0.0,6,0,SP,1221.69
3d5d0dc7073a299e31fa718ce1bc00b6,-13.043771494708995,0.09523809523809523,21,2,RJ,1027.1200000000001
3d621842b2ed28e2b474132480edac3c,-11.135746527777778,0.0,8,0,SP,997.14
3d62f86afa7c73be2628a3be1423f5a0,-20.367679398148148,0.0,2,0,SP,54.42
3d68c634a99a1ba46dbca3967a69c623,-6.72546875,0.0,2,0,SC,857.7
3d700782d7818f2c1e0d7a9e9d75fc00,-1.9201427469135801,0.3333333333333333,3,1,SP,235.11
3d871de0142ce09b7081e2b9d1733cb1,-12.31838899230742,0.05988593155893536,1052,63,SP,115738.35
3d8fa2f5b647373c8620330c4e077a9f,-10.794568727954143,0.023809523809523808,42,1,SP,4377.06
3da38366e7bd9baf6369071f782ecdf0,6.915891203703704,1.0,1,1,CE,86.43
3db66a856d18a9cba7c9241fc5221c50,-11.121444912332544,0.11702127659574468,94,11,MG,11561.92
3dbbce181edfaa4a597ec858c382d2ec,-9.049684095860567,0.11764705882352941,17,2,PR,1288.57
3dc69bf2c42f0568a5c4791ec3fd3745,-0.1438773148148148,0.0,1,0,SP,167.62
3ded4e2d5f135cb103e5949d7263d2dd,-16.199895833333333,0.0,1,0,MG,62.38
3df020b72d3d44b3af9d110fa3940b65,-10.285683727709191,0.12962962962962962,54,7,SP,6781.15
3dfd3dc96f7f8598eca74e9ac8a2fa31,-4.690858796296296,0.2,5,1,SP,213.8
3e35a8bb43569389d3cebef0ce820f69,-9.257881944444444,0.0,1,0,SP,84.68
3e46a38ee171c503c3b4a3f23fe3bf0c,-8.259328703703703,0.0,1,0,SP,69.01
3e51f9cbe317bc3a88f2c76583811ee4,-5.113287037037037,0.0,1,0,SP,84.78
3e8bd881d92466e63ba9e3e809cd3c50,-7.8692824074074075,0.375,8,3,RJ,2049.81
3ea00e1dea2b0659dbaf654735929220,-19.620291005291005,0.0,7,0,PR,649.97
3ea08c48e851106d2f584349daba335f,-15.091331018518519,0.0,1,0,MG,192.94
3ef37b7ca6dd2b80bd8af81a62504996,-7.4165682870370375,0.0,2,0,SP,740.97
3f0e48d209018b466fcd3bb4ccfeb520,-15.966409465020575,0.0,9,0,PR,5654.8
3f2af2670e104d1bcb54022274daeac5,-18.850327932098764,0.16666666666666666,6,1,PR,1334.18
3f3486b61f45078d4f31ee5e43d8c5bb,-9.598906695156696,0.15384615384615385,39,6,SP,4653.13
3f8034bfc6b8b4135534975d49f04c63,-17.170931186868685,0.0,11,0,PR,1522.93
3f84fefc07dc159b268d4a77d3e8c425,-19.979047067901234,0.0,3,0,PR,251.92000000000002
3f995f07c49d0d55a99d5c54957f7d81,-11.409347276055126,0.023255813953488372,43,1,SP,4627.2
3f9be91358837bff69df67edfa3e42e8,-18.368568672839505,0.0,6,0,PR,559.71
3f9c56764fabca627406093dcb3ef0b4,-10.519204695767197,0.0,7,0,RJ,1014.9499999999999
3fac58ce0ad699020c7944d53c41329c,-6.628532407407407,0.2,10,2,SP,1690.38
3fadb4cba4c35bce6a7eaf9872d5623a,-21.7938850308642,0.0,3,0,RS,277.52
3faf68a3b0af94b10bac70d86077be49,-29.902915013227517,0.0,7,0,SP,1442.0900000000001
3fd1e727ba94cfe122d165e176ce7967,-8.011613902505447,0.20588235294117646,34,7,SP,3183.27
3fe7120d6257285ac6a3ce7cb071ccec,-15.436371527777778,0.0,2,0,MG,228.26
3fefda3299e6dfaea3466ef346a3571a,-17.258391203703702,0.0,1,0,PR,225.21
4003520d80d0bad1d5623f7aa3c63cda,-4.05230324074074,0.0,1,0,RJ,86.74
402916f742e5c740cc751493d9cf5053,-18.25901234567901,0.0,9,0,MG,1478.43
403aa86912527d730337ffcb0fb096ab,-11.275502946127945,0.0,11,0,MG,9164.509999999998
4049512728d969bec69f84088b012416,-17.744849537037037,0.0,7,0,MG,550.27
404e1ba01358af4cd63f679b2c4d1fa1,-15.489346064814814,0.0,8,0,MG,551.74
406740ee611378a662d274c7d8c43c4a,-6.900419560185185,0.125,8,1,ES,1972.08
406822777a0b9eb5c50e442dd4cd3ec5,-10.117151988636364,0.13636363636363635,44,6,SP,4449.21
4091f77d8c768fc3e81c20761471761d,-4.733638599537037,0.25,8,2,SP,1309.87
40d54b51e962dbe09cabbcfd33298dee,-11.353746408045977,0.0,29,0,SP,7297.55
40db9e9aa57f7bb151bcda6b0f9bdbb7,-14.727022569444443,0.08333333333333333,12,1,PE,23823.99
40ec8ab6cdafbcc4f544da38c67da39a,-12.683148148148147,0.0,2,0,PR,157.0
411f3b52d857390502ee4e4d5ceabc2d,-5.593244791666667,0.15,20,3,SP,2091.29
4125d9385a25e82d2f72d3a0fd55bc3f,-3.323287037037037,0.0,1,0,SP,61.3
412a4720f3e9431b4afa1476a1acddbe,-8.191089065255731,0.047619047619047616,21,1,SP,2569.16
4170f6a9367e6b5d6401d03ce6d54569,0.31828125000000007,0.25,4,1,DF,661.81
417a1e6c7321084d2a0ae0d023cfad93,-16.41840277777778,0.0,1,0,RS,61.38
41958cbd3335433c8740300e8cd600d5,-10.350046296296297,0.0,1,0,SP,40.38
41ab63a91b8b264e8c8780368bf1dd5b,-22.757420033670034,0.0,11,0,MG,2750.8199999999997
41b14765bd56c8ad10971074380f9c0c,-10.847863136574073,0.0,8,0,SP,514.63
41b39e28db005d9731d9d485a83b4c38,-17.347027956824228,0.06629834254143646,181,12,SP,19955.01
41b86b552e54e3a7009596125aa8b167,-18.123756944444445,0.0,10,0,SP,1829.91
41c2bad7229b0c25e6becf179ebf63ff,-15.170555555555556,0.0,20,0,RN,971.9200000000001
41c9d3997dd3c072c31139dc5bb5761f,-9.816871141975309,0.0,3,0,MG,1110.54
41da412d33e8da4f22baf55cb1bde82c,-18.155564814814813,0.0,15,0,ES,1237.06
41e0fa5761c886a630994a55c12087e7,-18.844953703703702,0.0,5,0,SP,491.90999999999997
4200ddf1967c5e41e48db62bc6d4b5ac,-10.252464726631393,0.047619047619047616,21,1,SP,1205.42
4221a7df464f1fe2955934e30ff3a5a1,-15.81200462962963,0.0,5,0,BA,1089.04
422be4cc81a457fdb46f47edeb968ae5,-20.182094907407407,0.0,1,0,SP,317.37
427165bf50f8ca07efc7bdc2bfcf1688,18.573574074074074,0.6,5,3,SP,1692.9
42b6488f5b8246d9141712abd4b1b693,-12.268130787037038,0.0,2,0,PR,289.8
42b729f859728f5079499127a9c2ef37,-7.177253964979831,0.07920792079207921,101,8,SP,5305.61
42bde9fef835393bb8a8849cb6b7f245,-13.837219839324618,0.029411764705882353,34,1,DF,8341.369999999999
42d4b7e70819438f5ada61c965e92d7e,-1.472210648148148,0.0,1,0,GO,100.78
42ef3192a9ff87a22d1867b74b3ee205,-10.245952093397745,0.0,23,0,SP,1655.97
42fa4ee7240e9b8eb4576358ec142ba7,-14.945178345959595,0.0,22,0,RS,4478.08
42fb44130ac3134cde8e35cf8ec7df25,-13.512986111111111,0.0,2,0,SP,69.28
430315b7bb4b6e4b3c978f9dfa9b0558,-13.640346003898633,0.05263157894736842,19,1,SP,3414.56
4305fe92735c8a43d154ff6dd2b8d927,-9.765552151416122,0.0,17,0,MG,2999.64
431050a06a317f2b38168dec3dcd2b46,-13.318586805555555,0.0,10,0,SP,1576.15
431af27f296bc6519d890aa5a05fdb11,-6.46411483494364,0.1565217391304348,115,18,SP,14916.51
4324dd16853115efb0fd9d0d131ba6f4,-12.183428819444444,0.08333333333333333,12,1,SP,1553.68
432c37c9dfba871172ec162e20118b8c,-10.93137678872054,0.09090909090909091,44,4,DF,3614.7999999999997
432c67955c0acd1fd6b0b5d678766a71,-47.54,0.0,1,0,SP,449.65
43402bdf22aa2310e8f99e2f94f78628,-34.0215943287037,0.0,4,0,SP,837.1
4342d4b2ba6b161468c63a7e7cfce593,-5.592731481481482,0.5,2,1,RJ,563.44
436bf27f2f18474fc6047702e9f8a866,-9.293888888888889,0.0,1,0,SP,44.42
4371b634e0efc0e22b09b52907d9d469,-9.720521635496883,0.07920792079207921,101,8,SP,10169.56
43753b27d77860f1654aa72e251a7878,-0.15685185185185185,0.0,1,0,BA,66.28
4391ea5c5990502176a1dcda44a2373d,-16.290293209876545,0.0,3,0,RS,2484.3
439a47cc365d6e3bd526812ea9de3c29,-10.687200520833333,0.125,8,1,SP,1410.93
43a1d4bab73b816e44ef4e4facd9f9b5,-20.49628472222222,0.0,1,0,PR,205.4
43a5d4a57af536fddc96d08be3afdfcb,-17.343344907407406,0.0,1,0,MG,179.13
43b2c864251aa0ce4030c746984e088a,-8.292193287037037,0.0,2,0,DF,129.32
43f8c9950d11ecd03a0304a49e010da6,-11.508667005420055,0.07317073170731707,41,3,SP,4807.22
44073f8b7e41514de3b7815dd0237f4f,-15.292007531298905,0.035211267605633804,142,5,DF,21562.06
440dd6ab244315c632130ecfb63827b1,-10.584755926943426,0.13186813186813187,91,12,SP,15181.57
443d880f15cbd3572885e1d44bf2c478,-13.201458333333333,0.0,1,0,SP,125.0
4450bd8327d471c4a11a83d1445b1b62,-20.42099537037037,0.0,1,0,SP,214.56
446cc09cdbb130904da114e807dbec40,-24.026207561728395,0.0,3,0,SP,306.97
44717f64ec2a457979cf83c429077666,-23.205283564814813,0.0,2,0,RS,170.91
447d377bdb757058acb569025ee18a93,-13.21351851851852,0.0,1,0,RS,83.01
44ed138eca6214d572ce1d813fb0049b,-8.268310185185186,0.0,2,0,RS,185.8
44f091b5abab8018f682fce8124b85e5,0.42756944444444445,0.6666666666666666,3,2,SP,389.17999999999995
45213867cefbf2cd4c6177e10216a951,-12.640848214285715,0.14285714285714285,14,2,SP,5389.16
4559697a8f7e637227c2eeaed843baff,-11.752505935422603,0.07692307692307693,39,3,SP,4201.2
455befea1bb853c75ccbca94cff26e5c,-37.19980324074074,0.0,1,0,RJ,42.05
455c5640e8c5bd1b2ee85c0158f85727,-22.132955729166667,0.0,8,0,SC,7186.89
455f46ef09a9e45667e2981df84b5cc2,-1.087060185185185,0.0,1,0,SP,48.21
457fe919b032a3f7dadba6fb92cf7855,-7.474688786008231,0.1111111111111111,9,1,SP,1246.11
458c6fa920810ce2492da71bc26d9eec,-9.5303125,0.0,2,0,SP,862.37
458d868c9642f55f18f04e951a3fdde6,-18.286244212962963,0.0,2,0,RS,2822.75
45a3d05fb00435e52a28859dd03703b3,-4.524479166666667,0.0,1,0,SP,1323.79
45ba18c210d42734ec52c0c1c574e9ee,-10.870590277777778,0.058823529411764705,34,2,SP,6059.9
45c20d94d9171b0bcfab3c955e47d67b,-9.72808738425926,0.0,4,0,SP,210.57
45d33f715e24d15a6ccf5c17b3a23e3c,-10.801285595737246,0.07547169811320754,53,4,SP,5662.57
461ff5303b6c9c1a4a07f40c5aece516,-14.574236111111112,0.0,2,0,PR,104.06
466222e777149751370e7e98fb623b0c,-8.202314814814814,0.0,1,0,RJ,105.45
4677a5437afda5fa7140b927b07be1cc,-13.350706018518519,0.09090909090909091,11,1,PR,3835.7
46dc3b2cc0980fb8ec44634e21d2718e,-11.412416001330673,0.0658682634730539,501,33,RJ,133841.56
46ef1a25845fc051c2998d878354810c,-3.9471319444444446,0.2,5,1,MG,348.45000000000005
4736e9d642ef4257cd7622516931eb51,-13.713786892361112,0.0,16,0,SP,1449.77
47648caee88ccfe951fbb27fbf7b4cbe,-5.226138117283951,0.3333333333333333,3,1,SP,1632.99
478bfe564db21eeb44386606aa30b650,-12.813094135802467,0.0,3,0,MG,230.8
47efca563408aae19bb7206c2d969ea9,-14.32267361111111,0.0,11,0,PI,3010.73
47f55702f598c7c6cc8458b0fbc1c49a,-10.292858796296295,0.0,1,0,MG,94.77
48162d548f5b1b11b9d29d1e01f75a61,-12.609284188034188,0.03076923076923077,65,2,SP,21905.25
4830e40640734fc1c52cd21127c341d4,-10.336490018793546,0.06930693069306931,202,14,SP,12893.84
48328ec9a579151d9cc6a86d4a59336c,-6.174201388888889,0.0,1,0,RS,1196.78
483ca627d131e18f988349b1655c0acd,-4.96425925925926,0.0,1,0,SP,283.73
48436dade18ac8b2bce089ec2a041202,-8.975624481757878,0.07462686567164178,134,10,SP,14840.21
485452467ff670447e84a8370c3fc898,-14.378510802469137,0.0,3,0,SC,315.44
4867209cb29b56b92893d7bde3ce8012,-16.101076388888888,0.0,1,0,SP,169.15
4869f7a5dfa277a7dca6462dcf3b52b2,-10.352619999419742,0.11638316920322292,1117,130,SP,247937.8
48985c61529077fa4f1e38bcff0f2ed3,-20.815127314814813,0.0,7,0,RS,1027.37
48b6c3f4c6a93171da04b75313f2130f,-8.226244212962964,0.0,2,0,SP,328.06
48bad451945f5227341793478d6353ea,-13.94000385802469,0.3333333333333333,3,1,SP,384.49
48e5ee06fb2dc74df1c711a9b6dfac2a,-19.18145833333333,0.0,1,0,MG,102.3
48e954b2da4f6a750c844173b347ed40,-27.643136574074074,0.0,2,0,RS,556.81
48efc9d94a9834137efd9ea76b065a38,-23.80334034792368,0.0,33,0,PR,666.0
48fb026ed7455a42f5d3e9390ed5088e,-14.346396604938272,0.0,9,0,RJ,718.3100000000001
49067458c68f7701fd334ce326accbe0,-13.139868055555555,0.06666666666666667,15,1,MG,1508.04
4917cee8d902e13428c3ec4b1ca6f315,-9.27906847371565,0.03225806451612903,31,1,SC,6178.34
491a5ada3aa1678414e990262c4bbdc1,-11.695277777777777,0.0,1,0,SP,1435.58
49383af7ab774e4e8f3000f49c83dc4b,-12.484161706349207,0.0,7,0,SP,824.37
4965a7002cca77301c82d3f91b82e1a9,-12.329814814814815,0.0,1,0,SP,16.36
497709c2976a8fa308730a2dec5b0726,-1.2449652777777778,0.0,1,0,SP,94.04
4978a02ea9c8be7a9b5480680f40334e,-8.25390318627451,0.0,17,0,SP,2659.24
499185655c29ecfdbfe776ef7cf875b5,-33.31337962962963,0.0,1,0,RS,106.33
4992e76a42cb3aad7a7047e0d3d7e729,-9.852294238683127,0.07407407407407407,54,4,SP,3275.23
499ec63c58e51296c9cf57edcfe1c8a8,-11.835502314814814,0.0,5,0,SP,412.93
49cdc90518a4f82676b38b3c1aa43ff6,-10.340064814814815,0.0,5,0,SP,1622.1100000000001
49e7217cfe4e427191c378ec626d8737,-10.759395254629629,0.0,12,0,MG,3220.89
49f8d2ea7b718d0ce587d34207caf2b4,-0.3030787037037037,0.0,1,0,SP,150.27
4a1917ef994878940e1fb03eeb787ad7,-8.626614583333334,0.0,2,0,DF,846.6199999999999
4a1f694197d05fe70026b016a7316b41,-13.137854662698413,0.07142857142857142,14,1,SP,1343.1100000000001
4a23adac87cf538689fa600d976f78b2,-8.235327932098764,0.0,3,0,SP,440.41
4a3ca9315b744ce9f8e9374361493884,-8.728688072668556,0.11239860950173812,1726,194,SP,233557.9
4a3ccda38b2129705f3fb522db62ca31,-10.51490386051374,0.0967741935483871,62,6,SP,17173.670000000002
4a5b36211b1f51bf7eaa5c10a57fa483,-7.075347222222222,0.0,1,0,RJ,155.26
4a82168aaef173cbb6e46ae88728f919,-13.123188657407407,0.0,4,0,PR,612.39
4a82c4af97ffc0fb2dc26bfdc03b1842,-14.273526234567901,0.0,3,0,MG,210.89999999999998
4aba391bc3b88717ce08eb11e44937b2,-12.414735939643347,0.14814814814814814,27,4,BA,8250.88
4aba6a02a788d3ec81c03137144d9a80,-10.18832175925926,0.0,1,0,SC,105.28
4b0fdb526525f9890eb145bf1534640e,-9.263125,0.0,18,0,SP,3078.52
4b1eaadf791bdbbad8c4a35b65236d52,-15.234039351851852,0.2,5,1,SP,1029.04
4b39558c138930b9e5489c93b6df5fe3,-13.112572337962963,0.0,4,0,SE,1229.0900000000001
4b5f66b7adcf57f1ecc0d3c07dd6b177,-14.06987117552335,0.043478260869565216,23,1,PR,7391.93
4b90495391ac0bd181a80a459df1e718,-38.18653935185185,0.0,1,0,RS,266.11
4b9750c8ad28220fe6702d4ecb7c898f,-8.660543501450759,0.07834101382488479,217,17,SP,19409.29
4b98b0428fc1932cc2514ef9ce2505e6,-3.832430555555555,0.5,2,1,SP,363.43
4ba52dfeba874da5b9ee7b17c7494f04,-10.952910353535353,0.09090909090909091,11,1,SP,1667.91
4bcec44888b30ba9001234c534716d3f,-8.702636574074074,0.0,5,0,SP,209.23000000000002
4bde6149c15cf7e177b36fa060dd6de8,-46.8990625,0.0,2,0,RS,192.46
4be6b962d83299498bae2190f95d6566,-11.886739583333334,0.1,10,1,SP,535.03
4be9ae93c4fc0f41713d71a4194ee1b3,-6.1844675925925925,0.0,1,0,MG,136.97
4bf2f4ee540798a61f9636d12cd9cc80,-11.751535360791825,0.034482758620689655,29,1,SP,5501.01
4bf658053d453036c70976bccb2c31b2,-7.808576388888889,0.0,2,0,SP,1824.56
4bfc7a4a1cf8d4d2121c27422d9e50b5,-9.196309259259259,0.04,25,1,SP,8993.24
4c03b9dd4c11ee2cb35c96c49efc9420,-13.477435136959876,0.020833333333333332,48,1,SP,7374.76
4c18691b6037662be2df78a765d98ab5,-10.362119362305855,0.08064516129032258,62,5,SP,4268.84
4c1c7281388a33dd06daac44f9fadbd1,-15.764891203703703,0.0,5,0,SP,269.90999999999997
4c2b230173bb36f9b240f2b8ac11786e,-7.319410811546841,0.10196078431372549,255,26,SP,18900.69
4c498c7345e89aebad651544829beca0,-8.103188014403292,0.13333333333333333,45,6,SP,5101.51
4c4d546adf3c3868fe19c9ec6e9ffda9,-13.60376736111111,0.0,2,0,PR,157.08999999999997
4c60877808f4318ef1107fbeb8f89afa,-8.613697916666666,0.0,2,0,SP,150.63
4c61e37f664c3c88aff092aa5ac779d7,-3.21276455026455,0.2857142857142857,7,2,RJ,908.1700000000001
4c8545742faaf58fafd5fd14d25d75cf,-13.52620949074074,0.0,4,0,SP,3216.31
4c8b8048e33af2bf94f2eb547746a916,-3.5410294495884767,0.1111111111111111,18,2,SP,2094.63
4cc43a222a0f94910728b62b97a8c5f8,-11.262488425925927,0.0,1,0,SP,120.76
4cc4fd4fdd406a85bbdc1f824b731bd7,-13.189178240740741,0.0,1,0,PR,571.22
4ce8b55b4bfa4659184e7becc1fba3f2,-11.394091435185185,0.0,2,0,PR,360.33000000000004
4cf490a58259286ada5ba8525ba9e84a,-17.129765211640212,0.0,7,0,SP,1217.85
4d0041cdbe51b4617d95c70b19decc74,-9.7126953125,0.0,8,0,MG,5465.49
4d232b78ab7ef10393dc3807d827bc0d,-11.881342592592592,0.0,5,0,MG,1689.99
4d600e08ecbe08258c79e536c5a42fee,-27.358584656084652,0.0,7,0,PR,3959.13
4d6d651bd7684af3fffabd5f08d12e5a,-12.303563198324023,0.04748603351955307,358,17,SP,50303.37
4d9fea3499bdc22aa4da4e339365f215,-19.14537615740741,0.0,2,0,SP,222.74
4da0e408c99d2fdc2126dc9fce518060,-20.02691919191919,0.0,44,0,PR,4044.47
4dab98ca6cd6d3df586203cefd28a042,-0.4294791666666667,0.0,1,0,RS,173.23
4dbd95a08b31ede5c82d3f861cb1ce1a,-16.037942708333333,0.0,4,0,PR,463.92
4dc2e811a1760953cb7c6a590b498943,-8.389097222222222,0.0,1,0,SP,199.84
4dc646b9b9e8e411ef48ba000ea3ac6f,-6.0796122685185185,0.25,4,1,SP,353.26
4ddeb3e828550cddc8d45c8bc36ab2d1,-10.616608796296296,0.0,1,0,SP,164.45
4de6e4ba574aa9dfdc824bc44dc47fdd,-17.600171957671957,0.07142857142857142,14,1,PR,704.42
4deebb3199eeafb282ae33229144f94b,-2.0354224537037036,0.25,4,1,SP,921.49
4e06067cc08b3f41d837768d392c3ee3,-12.365103793309439,0.03225806451612903,31,1,MG,1656.6100000000001
4e0d109ccfba9a1151c103049880c857,-14.857077546296296,0.0,2,0,RJ,347.73
4e17c65a516f69d023a2ae78b84f28d6,-21.41493738615665,0.06557377049180328,61,4,SP,8794.81
4e326052e5dbba8adcd512f3450a307e,-10.462638888888888,0.0,3,0,SP,655.96
4e42581f08e8cfc7c090f930bac4552a,12.860358796296296,1.0,1,1,SP,151.8
4e480be820e37de1444325ff358c9296,-9.057685185185186,0.0,1,0,MG,573.74
4e5725ba188db8252977a4f0227bd462,-1.2282809744268077,0.2857142857142857,21,6,SP,2229.36
4e6015589b781adaa5ce7f1892d06bb1,-12.117384259259259,0.0,3,0,SP,740.5
4e7c18b98d84e05cbae3ff0ff03846c2,-12.663527922453703,0.05,80,4,SP,11662.24
4e85b538b0dad58852641540686d0e14,-5.189976851851852,0.5,4,2,SP,646.3499999999999
4e8dacf3d38f281ae26c3e0321d92d88,-13.857151331018517,0.125,8,1,SP,2196.04
4e922959ae960d389249c378d1c939f5,-12.166583176015822,0.10679611650485436,412,44,SP,52615.0
4e92348462c75b6c842b994ce84a0ed4,-18.231689814814814,0.0,1,0,RS,85.49
4ea2f12dbe91deeacd2c1e74f069a6e6,-11.382465277777778,0.0,4,0,SP,280.27
4eb61f060e7dcc1d5a80d806c35cc541,-12.107501653439154,0.0,7,0,SP,1370.24
4ebdc7e6cd6102a022dadc49156d4ea8,-10.338808269476374,0.034482758620689655,29,1,SP,1379.28
4eeb99008a0f59d2c7759c59f9a346eb,-11.819050925925925,0.0,2,0,SP,1320.95
4ef4c39cf3c24f326434cf0b2e48046a,-5.049613095238095,0.14285714285714285,7,1,SP,1016.36
4f0d637c1197fd65405ebd755ac9f86b,-16.264751157407407,0.0,2,0,SP,232.47
4f1f1c8666cdb6442f775c4e8caed465,-13.773697916666666,0.0,2,0,MG,1070.3899999999999
4fae87d32467e18eb46e4a76a0a0b9ce,-11.286365740740742,0.0,1,0,RS,120.8
4fb41dff7c50136976d1a5cf004a42e2,33.81813657407407,0.3333333333333333,3,1,BA,1296.77
4fe2f67634d00c021aa01f96b6f2d68e,-20.172366898148148,0.0,2,0,PR,118.84
5011f0d93373a4c5753adf58ca77af8d,-7.386241582491582,0.09090909090909091,11,1,SP,1223.19
503c1de08ae81a2d86f17951b204db55,-11.22176452020202,0.09090909090909091,22,2,SP,5321.9
5058e8c1e82653974541e83690655b4a,-15.357669436854888,0.13114754098360656,61,8,SP,13845.06
5075aaa8404020ae6aa8bf4792099b41,-10.890005787037037,0.0,10,0,MG,1872.15
50770d25768b0486d89be26afca3108f,-6.081778549382716,0.16666666666666666,6,1,SP,247.86
508808d438fe2ff972ed13bb8f4a82e2,-8.840756172839507,0.0,9,0,SP,427.84
50a7e551a7b3f8d37cd6e32d8bfbe5ea,-3.4861458333333335,0.0,1,0,SP,167.96
50bf89f1349bc0409a268c3a49678009,-25.375648148148148,0.0,1,0,SP,282.47
50c9975695009e5e6473912e83a6d1da,-6.997561805555555,0.14,50,7,MG,6954.14
51209b446b2073894bdc0face6c73ffc,-16.435960648148146,0.0,2,0,ES,438.88
512d298ac2a96d1931b6bd30aa21f61d,-15.702884259259259,0.0,10,0,RJ,7656.54
513a54369b6a8a6602fcb0e129c6d78d,-4.670353009259259,0.0,2,0,SP,62.66
5145090ab595c0d0b8557199f5701fbf,-24.67326099537037,0.0,4,0,PR,1657.4499999999998
5151aea44289d6c6b090ee31c2132508,-26.510648148148146,0.0,7,0,SP,1482.47
515d781150feed28a6ac091bb0e3cb8c,-23.598584104938272,0.0,6,0,MS,1154.72
5160d23075764e18e07c1f4a87fad743,-9.007884837962964,0.03125,32,1,SP,2940.55
516e7738bd8f735ac19a010ee5450d8d,-18.25267694063927,0.0547945205479452,73,4,RJ,7958.4
51702dc2a3e106c76dbff722b5bf0726,-13.761604344729344,0.0,13,0,SP,3287.04
5194c22ed1f616ec0c0f33c571542879,-10.505358796296296,0.0,4,0,MG,326.45
519a7aa428f18d125a283cf8c014fdd6,-15.142986111111112,0.0,3,0,SC,152.8
51a04a8a6bdcb23deccc82b0b80742cf,7.817743055555556,1.0,1,1,SP,199.92
51e0557bc7b86de13e946c60ee91ce39,-8.508263888888889,0.0,1,0,MG,63.4
51e4e89242cbb846c2deff3dc015650e,-15.22675564236111,0.0,16,0,RS,1175.75
51ed72984a04e5dd35c2b27e77179038,-8.997132936507937,0.14285714285714285,7,1,SP,1493.23
51f108f62cb87d61918159902c8f8583,-16.81119598765432,0.0,3,0,PR,378.76
52092ddbd3a58c450a4459bf051b2287,-11.22150462962963,0.0,5,0,SP,1384.4299999999998
520b493b57809f446cb0a233bb3e25c7,-10.997441211052323,0.031746031746031744,63,2,SP,4853.56
522620dcb18a6b31cd7bdf73665113a9,-13.129921891921162,0.10526315789473684,171,18,PR,61232.840000000004
5236605f4d4b0b3e4df85b850393fca0,-5.193824074074074,0.2,5,1,SP,347.48
52454f90d4c30c016768db02f88c1a74,-7.580462962962964,0.0,3,0,SP,147.67000000000002
52562a9f449c3dc3d53f5f5b9ed74903,-17.7531605489418,0.0,14,0,RN,3710.64
525e75a6fb1454a2325ab1734bcec221,-12.265954218106996,0.0,9,0,SP,719.39
5275ca25d0358ca73864e0ae41be1320,-2.541837384259259,0.5,4,2,SP,478.82
527801b552d0077ffd170872eb49683b,-10.589407021604938,0.1,90,9,SP,20045.32
52831e5990d0771cb4951d6f12928167,-9.204918981481482,0.0,1,0,SP,78.12
528bcf6680c36dddf07620bd35b33a6f,-3.7398553240740737,0.5,2,1,SP,1013.84
528ce32f560edd11add4169f6a5b65be,-12.487893518518518,0.0,1,0,SP,39.17
52956b80ae65fda598f06f6b9943e7a9,-6.671385030864198,0.3333333333333333,3,1,PR,858.85
52a50b42accf164f9f019941e5759d9b,-2.6741493055555554,0.25,4,1,SP,197.01999999999998
52a52b9f656520e99716f5bc40f661c8,-11.531841931216931,0.0,7,0,SP,931.2199999999999
52ac6f920b7280e4c6d30dd94de6259b,-10.523076774691358,0.0,6,0,PR,6383.89
52b53f7061969fe471d119b6195da864,-7.114537037037037,0.0,1,0,SP,98.37
52bb00821bcdd358a5a5a27e1f6be5a1,-8.21310763888889,0.0,2,0,SP,388.43
52d76513f0c4d97f3b99570e2c94ee31,-15.846903935185184,0.05555555555555555,18,1,RS,7593.16
52f0fe436a347ddad7ed5f9aa4e27eaa,-6.008552022417154,0.15789473684210525,19,3,SP,1977.5900000000001
52f6f9f13ba19504c02781132a049e75,-13.329131944444445,0.0,1,0,PR,222.13
52f976b17ea7f2f087f56dcc419328f6,-15.921213348765432,0.0,6,0,PR,8492.65
52f9db5cfb423382a2fa5c9e39303202,-14.196442350088184,0.0,21,0,SP,1564.53
5305693ffae2d3463377b1f6fe67b15a,-8.185578703703703,0.0,1,0,SP,106.55
53088c75f948b48a7ece173ac17f0c12,-12.971998456790123,0.0,3,0,RS,316.23
530ec6109d11eaaf87999465c6afee01,-16.698677354215917,0.010638297872340425,94,1,PR,15279.16
53243585a1d6dc2643021fd1853d8905,-10.743274365421456,0.04310344827586207,348,15,BA,230797.03
53336f97ddbe53e2a617d07b17447b95,-10.184259259259258,0.0,1,0,SP,674.83
533d46c1b06970e99f09523a61df4972,-9.600376157407407,0.0,2,0,SP,192.62
5343d0649eca2a983820bfe93fc4d17e,-12.119648352396514,0.10294117647058823,68,7,SP,13072.92
534a01cc6df1e034e05c32028a291fa2,-7.177587962962963,0.0,5,0,SP,295.45000000000005
535bf14f36346c7f59d87cece104d70c,0.6958333333333333,1.0,1,1,RJ,57.77
537eb890efff034a88679788b647c564,-11.321293555068227,0.05263157894736842,152,8,RJ,7152.26
538caafddff204241cecbf3a02e6b3cf,-0.28333478009259283,0.5,8,4,SP,218.81
539ed9e19811677513447759be5eccfc,-15.294010416666666,0.0,2,0,MG,124.69
53b0300ca793f9834cd69c0678d35ee8,-13.751692129629628,0.0,5,0,SP,1799.46
53d00c40e32aeb924a84ce72b1af869d,-6.295516493055556,0.25,16,4,SP,2333.15
53e4c6e0f4312d4d2107a8c9cddf45cd,-12.420669431158533,0.05518763796909492,453,25,SP,39306.62
